customer_id,customer_name,email,registration_date,customer_type
420,Amanda Huff,eddie35@example.com,2024-08-07,REGULAR
421,Megan Green,anthonysullivan@example.com,2024-07-28,REGULAR
422,Krista Davis,laradonald@example.org,2025-05-31,REGULAR
423,Richard Walker,madisonwatson@example.net,2023-08-30,REGULAR
424,Angela Willis,johnsoncaleb@example.net,2025-11-12,REGULAR
425,Carl Stein,david70@example.org,2024-10-20,REGULAR
426,Jessica Ramsey,rjohnson@example.com,2024-02-29,REGULAR
427,Daniel Lopez,sean20@example.net,2024-06-20,REGULAR
428,Danielle Phillips,eandrade@example.org,2025-11-19,REGULAR
429,James Barnes,crystalpham@example.org,2024-04-24,REGULAR
430,Rachael Howard DDS,kcooper@example.net,2025-07-20,REGULAR
431,Devin Johnson,anthonycochran@example.com,2023-11-25,PREMIUM
432,William Moreno,terrigarcia@example.net,2024-03-25,REGULAR
433,Joseph Moody,gallagherstacie@,2023-09-30,REGULAR
434,Rebecca Kelly,gregorywatkins@example.net,2023-12-24,REGULAR
435,Suzanne Johnson,stacey92@example.net,2024-07-04,REGULAR
436,Sara Cochran,lweaver@example.com,2023-03-07,REGULAR
437,Anthony Guzman,foxaaron@example.net,2023-05-01,PREMIUM
438,Carlos Love,brian29@example.net,2025-06-09,REGULAR
439,Patricia Mathis,susan56@example.net,2024-03-25,REGULAR
440,Eric Taylor,jessicakim@example.net,2024-05-19,REGULAR
441,Marie Thompson,jeffrey92@example.com,2024-12-15,PREMIUM
442,Michael Anderson,rushstacy@example.com,2023-05-17,REGULAR
443,Patricia Bradley,carriemccall@example.net,2024-11-07,REGULAR
444,Keith Zuniga,markmiller@example.com,2024-09-06,PREMIUM
445,Mrs. Stacey Davis,sean43@example.org,2023-12-11,REGULAR
446,Hayley Buchanan,williamssamuel@example.com,2025-03-04,REGULAR
447,Stacey Snyder,ybell@example.org,2023-10-29,VIP
448,Rachel Lane,franciscojones@example.org,2025-09-29,PREMIUM
449,Fernando Lynn,petersonpamela@example.org,2023-08-16,REGULAR
450,Kimberly Villanueva,morgantricia@example.com,2023-08-26,PREMIUM
451,Jessica Valdez,gmoore@example.com,2023-10-03,VIP
452,Colton Terry,donna43@example.org,2024-12-21,PREMIUM
453,Kenneth Larsen,briansmith@example.org,2024-11-28,PREMIUM
454,Matthew Greene,collinclark@example.net,2025-09-25,REGULAR
455,Bradley Anthony,kristen77@example.net,2025-09-01,REGULAR
456,Martin Hughes,nicole52@example.com,2024-12-29,REGULAR
457,Jeremiah Baker,anne21@example.org,2024-03-02,REGULAR
458,Rhonda Gutierrez,angelarandall@example.net,2023-04-26,REGULAR
459,Joseph Camacho,parmstrong@example.com,2023-03-30,REGULAR
460,James Nash,shawrachel@example.net,2025-09-28,PREMIUM
461,Lisa Martinez,kthompson@example.org,2025-08-13,REGULAR
462,Beth Henderson,oharris@example.org,2025-06-20,REGULAR
463,Deanna Bartlett,millerangela@example.net,2023-03-05,REGULAR
464,Donald Ellis,buchanancindy@example.net,2025-10-09,REGULAR
465,Ashley Hernandez,buckleyanna@example.org,2025-02-17,REGULAR
466,Sharon Beard,pbaker@example.com,2023-06-10,PREMIUM
467,Kara Jackson,mthomas@example.net,2023-05-12,REGULAR
468,Amanda Preston,hannah07@example.com,2024-01-20,PREMIUM
469,Alicia Roth,larry71@example.org,2025-03-25,REGULAR
470,William Ramos,joseph69@example.net,2024-08-02,VIP
471,Jeremy Mcintyre,wfigueroa@example.net,2024-06-09,PREMIUM
472,Samantha Robertson,cameronmckinney@example.com,2025-09-07,REGULAR
473,Samuel Suarez,thompsonnancy@example.org,2023-05-27,REGULAR
474,Danielle Bryant,janet45@example.com,2024-01-27,PREMIUM
475,Madison Martinez,allentracy@example.com,2025-07-25,PREMIUM
476,Seth Matthews,max41@example.com,2025-06-24,PREMIUM
477,Anthony Nash,mercedesholland@example.net,2024-04-26,VIP
478,Matthew Palmer,wellsdavid@example.org,2024-08-31,REGULAR
479,Alejandra King,jennifer46@example.com,2023-05-12,REGULAR
480,Judy Robinson,erica96@example.net,2024-05-25,PREMIUM
481,Jorge Bates,anna99@example.com,2025-11-30,VIP
482,Brian Brown,danielle44@example.net,2025-11-07,REGULAR
483,Stephanie Evans,zacharyallen@example.org,2024-07-17,REGULAR
484,Rebekah Greene,erin07@example.com,2024-06-14,VIP
485,Jason Price,aguilarwanda@example.org,2023-12-18,VIP
486,Micheal Parks,qknox@example.com,2024-04-04,PREMIUM
487,Sarah Pittman,kellyruiz@example.net,2025-04-18,PREMIUM
488,Robert Hines,staceylam@example.net,2023-02-28,PREMIUM
489,Henry Garner,robert55@example.com,2025-08-18,REGULAR
490,Julie Wilson,delacruzbrandy@example.net,2023-09-10,REGULAR
491,Steve Mason,amoreno@example.org,2025-08-28,PREMIUM
492,Brittany Gay,robert97@example.org,2024-11-10,REGULAR
493,Mike Maxwell,lcook@example.com,2024-01-04,VIP
494,Abigail Hill,barbaramoore@example.org,2024-11-28,REGULAR
495,Jeffrey Jordan,ysanford@example.org,2024-12-29,VIP
496,Curtis Watson,mcclainkatherine@example.net,2025-11-19,VIP
497,Michael Sims,jeremywiley@example.com,2024-12-18,PREMIUM
498,James Chapman,cameronwilliams@example.com,2025-02-20,REGULAR
499,Joseph Warren,ibarron@example.com,2023-11-07,PREMIUM
500,Katherine Christensen MD,osmith@example.net,2024-01-24,REGULAR
501,Mrs. Alison Wagner,richardsondebra@example.org,2024-07-30,REGULAR
502,Martin Wise,wheelerbrandon@example.org,2025-03-12,PREMIUM
503,Alicia Norris,hwallace@example.net,2023-09-07,REGULAR
504,Michael Harris,turnerdorothy@example.net,2023-08-17,PREMIUM
505,Lisa Haynes,grivas@example.net,2023-12-11,PREMIUM
506,Autumn Wilson,jimenezchelsea@example.com,2023-02-11,REGULAR
507,Valerie Howard,cphillips@example.net,2024-08-03,REGULAR
508,Daniel Fitzpatrick MD,smithchristopher@example.org,2024-08-05,REGULAR
509,Maureen Hernandez,chancharles@example.net,2023-06-03,PREMIUM
510,David Hall,joseph01@example.org,2023-08-15,REGULAR
511,Sarah Ward,ronald11@example.org,2025-01-03,PREMIUM
512,Charles Holland,michael79@example.com,2024-12-29,REGULAR
513,Anna Briggs,danielrossexample.com,2023-01-30,REGULAR
514,James Jefferson,zbanks@example.org,2025-05-02,VIP
515,Michael Brown,dalepruitt@example.com,2024-10-19,REGULAR
516,Meghan White,nmaxwell@example.org,2024-04-12,REGULAR
517,Sheryl Acosta,timothyfreeman@example.com,2025-09-19,PREMIUM
518,Arthur Pena,busherica@example.net,2023-06-22,PREMIUM
519,Krystal Levine,april91@example.com,2025-04-12,REGULAR
520,Danielle Reed,jhernandez@example.net,2024-01-11,PREMIUM
521,Mason Moore,kchristian@example.org,2023-01-03,REGULAR
522,Erica Rivera,brent38@example.net,2024-10-09,REGULAR
523,Robert Miller,csolis@example.org,2025-03-24,VIP
524,Jillian Wilson,bmcgee@example.org,2025-03-28,REGULAR
525,Andrew Dunn,connersylvia@example.net,2025-02-27,REGULAR
526,Jordan Clark,xclements@example.org,2024-12-31,REGULAR
527,Sarah Rivera,xmoran@example.net,2024-08-02,REGULAR
528,Brent Hopkins,petersonmariaexample.com,2024-06-19,REGULAR
529,Jacqueline Rodriguez,travisunderwood@example.net,2023-06-11,PREMIUM
530,Ashley Carr,davidphelps@example.org,2024-05-31,REGULAR
531,Richard Love,shermanbrandon@example.net,2024-06-09,PREMIUM
532,Leah Barton,lellis@example.net,2025-11-29,REGULAR
533,Jonathan Moreno,tranryan@example.net,2025-09-08,REGULAR
534,Mr. Thomas Thompson,jessicaanderson@example.com,2024-12-11,REGULAR
535,Lisa Morris,mbarnes@example.net,2023-11-06,PREMIUM
536,Denise Stuart,shawn22@example.com,2024-04-26,REGULAR
537,Stacey Hunt,jennifer83@example.org,2025-04-23,REGULAR
538,Miguel Parks,tinasantos@example.org,2025-10-01,REGULAR
539,Melissa Morris,hodgesanna@example.net,2023-03-16,PREMIUM
540,Mary Butler,natalie60@example.net,2023-07-13,PREMIUM
541,James Brown,gonzalezkaren@example.org,2024-09-13,PREMIUM
542,Miss Brianna Brown,james80@example.com,2024-08-23,REGULAR
543,Ashley Parrish,juliahoffman@example.org,2025-02-11,REGULAR
544,Rebecca Horton,housepaul@example.net,2024-02-19,PREMIUM
545,Juan Smith,james73@example.net,2023-05-03,REGULAR
546,Maria Fischer,kimberlybrandt@example.com,2023-10-08,REGULAR
547,William Jones,jillwilson@example.org,2023-05-05,REGULAR
548,Justin Anderson,adam72@example.org,2024-11-23,REGULAR
549,Frank Williams,tracy98@example.com,2024-11-20,REGULAR
550,Michael Fox,abigailhartman@example.org,2024-07-01,REGULAR
551,Joshua Davis,nicolealvarado@example.com,2025-09-20,VIP
552,Daniel Goodwin,wbarajas@example.net,2023-04-27,PREMIUM
553,Michael Griffin,susanfleming@example.com,2025-03-08,PREMIUM
554,Robert Wilson,amber40@example.net,2023-02-18,REGULAR
555,Jaime Lang,stucker@example.net,2024-11-11,REGULAR
556,Jose Vaughan,teresaayala@example.net,2025-09-29,REGULAR
557,Austin Santiago,michellecoleman@example.org,2025-05-31,REGULAR
558,Ronald Johns,elucas@example.net,2024-11-29,VIP
559,Allison Love,millerbrian@example.com,2023-04-30,REGULAR
560,Laura Perez,rickey76@example.com,2024-09-10,REGULAR
561,James Wilson,maychristine@example.net,2023-06-26,REGULAR
562,Mercedes Jones,robertsgina@example.net,2025-03-15,REGULAR
563,Preston Kim,bshort@example.com,2024-02-11,PREMIUM
564,Daniel Francis,susan24@example.net,2023-11-30,VIP
565,Traci Camacho,susan08@example.net,2025-02-02,REGULAR
566,Andrew Armstrong,fmedina@example.com,2023-04-26,REGULAR
567,Patrick Swanson,robertbrewer@example.net,2024-11-22,VIP
568,Clinton Jensen,james29@example.org,2024-05-11,PREMIUM
569,Tara Gamble,enewman@example.com,2025-05-04,REGULAR
570,Danielle Gonzalez,wlynn@example.org,2023-09-02,PREMIUM
571,Cynthia Mitchell,mcculloughlouis@example.com,2025-09-17,REGULAR
572,Matthew Steele,arianadiaz@example.com,2023-12-15,REGULAR
573,Caroline Edwards,jenniferdavidson@example.com,2023-08-04,REGULAR
574,Brandy Quinn,wford@example.com,2024-07-14,REGULAR
575,Mr. Matthew Miller,michele28@example.org,2025-05-06,REGULAR
576,Stephen Jones,mcclainmelissa@example.net,2023-04-13,REGULAR
577,Kevin Sullivan,rebeccaarnold@example.net,2025-01-13,REGULAR
578,Kimberly Valdez,michaelwalker@example.net,2025-06-12,REGULAR
579,Donna Marshall,sanderswayne@example.net,2025-09-24,REGULAR
580,Victor Holden,katherinetaylor@example.org,2025-03-14,REGULAR
581,Travis Hopkins,jillwebb@example.com,2025-05-06,REGULAR
582,Philip Hall,mike03@example.net,2023-07-20,REGULAR
583,Heather Harrison,ckeith@example.net,2023-03-28,PREMIUM
584,Michael Boyd,mary49@example.net,2024-04-17,REGULAR
585,Jamie Gray,blacknicholas@example.org,2023-12-17,REGULAR
586,Heather Parrish,msparks@example.org,2024-03-17,PREMIUM
587,Brenda Martin,robertsonjuan@example.org,2025-09-13,VIP
588,Jack Love,guerrerorobert@example.com,2025-08-28,REGULAR
589,Karen Mendoza,brittanyholland@example.com,2025-02-19,REGULAR
590,Andrew Berry,dennishunt@example.net,2025-06-21,REGULAR
591,Christopher Nielsen,kgreene@example.net,2025-07-29,REGULAR
592,Nathan Stanley,stacey37@example.net,2023-03-05,PREMIUM
593,Sharon Jackson DVM,laurahoover@example.org,2023-03-12,VIP
594,Kayla Jackson,sandra99@example.org,2024-02-16,PREMIUM
595,James Rodriguez,alexandrablankenship@example.net,2024-10-09,REGULAR
596,Chase Davis,mvalenzuela@example.org,2025-09-01,REGULAR
597,Kim Goodwin,olsondavid@example.net,2024-04-14,REGULAR
598,April Pace,xboyd@example.org,2025-11-30,REGULAR
599,Jessica Mays,yclarke@example.com,2023-04-04,REGULAR
600,Natalie Juarez,colemanjonathan@example.org,2024-12-22,REGULAR
